order_date,city_name,order_id,cart_id,dim_customer_key,procured_quantity,unit_selling_price,total_discount_amount,product_id,product_category,age,gender,income_bracket,delivery_time_days,stock_level,total_weighted_landing_price,stock_to _order_ratio,stock_deficit_flag,total_spent,discount_percent,order_month,order_day,order_weekday,age_group,delivery_delay_flag,age_bin,price_bin
,1,7978964,790184,61526,0.0003825490203162097,1.468069733965519,-0.011520535827441421,288892,1,65.0,2,0,-1.163069675866037,1.0828279291300935,1.5375407654642856,0.027035851075869206,0,0.9814016152022506,-0.5118975625769931,,,,3,0,1,0
,5,9594322,335516,83990,-0.7743174720218028,1.3088298512494014,0.5096940476223771,986467,4,48.0,2,2,1.1597687954482228,-1.042365661491666,-1.064293223651222,-0.5036250411208364,0,0.01405462505213312,-0.41473334453573213,,,,2,1,1,0
2024-10-05,3,7967384,987980,57737,-1.1616674825428621,1.4492733691709283,-0.12724989405111503,737612,0,24.0,0,0,1.1597687954482228,-0.06817414605167511,1.3058393119444902,0.4556890630931941,0,-0.37894638695843974,-0.5283194920616707,10.0,5.0,5.0,0,1,0,0
2024-08-08,3,3555498,705288,36263,0.3877325595413757,-1.3507280249002147,1.677712921652638,111669,2,64.0,2,2,-1.5502094210850803,-0.03003853512697796,0.966975051815097,-0.41800487634933464,0,-0.8253707379573659,2.3651661700092763,8.0,8.0,3.0,3,0,1,1
2024-09-06,2,5713479,204871,18205,0.7750825700624352,0.9456402860630421,-0.3870787371781074,624516,2,48.0,1,0,1.5469085406672662,-1.5693304669965722,-0.26752321768482984,-0.832953601163602,0,1.396593710363446,-0.5319665783141081,9.0,6.0,4.0,2,1,1,0
,0,7426565,813001,26181,0.0003825490203162097,-1.5186178852014158,1.2260397462834123,476665,1,36.0,0,1,0.38548930501013623,-0.4113946443739495,0.9387676107407937,-0.44912274268564384,0,-1.0128227603542335,3.1028057828150413,,,,1,0,0,1
,0,8055755,920535,34828,-1.5490174930639218,-1.5405165626320074,0.7191832147507313,722424,2,34.0,2,1,0.7726290502291795,-0.6194070675995704,1.4105895934960657,0.9031234725442678,0,-1.22747141002553,2.6254119216358722,,,,1,0,0,1
2024-09-04,4,9045991,356178,78969,1.1624325805834945,-0.9270251144139874,-1.434178595665247,827345,1,67.0,1,0,-0.0016504402089070704,-0.9071575863950125,-1.2153767210532138,-0.7057070429202411,0,-0.2220150240584307,-0.6207888254368112,9.0,4.0,2.0,3,0,1,0
2024-06-07,1,5710558,307359,98041,-0.7743174720218028,0.24495560387555024,1.1426592520176266,439598,3,35.0,0,0,1.5469085406672662,-0.24151783207302582,-0.31218676809919504,-0.07828615806240821,0,-0.4121574654975,-0.08431227945381364,6.0,7.0,4.0,1,1,0,0
,0,6390306,177292,72453,0.0003825490203162097,0.9160405737360259,-0.06583894910432263,391994,0,58.0,2,0,0.7726290502291795,0.48652564921664715,-1.5249793869304582,-0.16298567590088311,0,0.6128093324731004,-0.47037751626792007,,,,2,0,1,0
,2,5539659,669774,53925,-0.7743174720218028,1.0371767577229145,-1.5547516340537382,420444,3,42.0,0,1,-0.38879018542795035,0.13983827717394573,0.3082000641969065,0.12425616720350989,0,-0.09477574957344302,-0.7453229815032892,,,,1,0,1,0
,3,3759590,653957,81222,-1.5490174930639218,0.8272779345506953,1.0928385417509332,557608,1,30.0,0,0,-1.163069675866037,-1.499992992588032,-1.1419185167205104,-0.4999424533887288,0,-0.9112740633537464,-0.24065034959676718,,,,1,0,0,0
2023-06-10,5,8966485,782037,55497,0.0003825490203162097,-0.8582997650776479,0.7383849468326859,535691,4,19.0,1,2,-0.7759299306469937,-1.1533056205453305,-0.8170553917519008,-0.6855448750869519,0,-0.5719254658659171,0.43883038650158573,6.0,10.0,5.0,0,0,0,0
2024-08-08,4,9865459,898885,77652,0.7750825700624352,-0.7575658488969271,0.44136355958298834,540427,3,41.0,2,0,-1.5502094210850803,-0.997296303126115,-1.1358765917951392,-0.7027478206355118,0,-0.1955397410199547,0.1995800503586649,8.0,8.0,3.0,1,0,1,0
2024-04-10,2,7260251,835205,87526,0.3877325595413757,-1.076410592286339,0.4225078046556635,481486,2,49.0,1,2,-0.38879018542795035,-0.5466027194706031,1.6480853520672414,-0.5551812693703428,0,-0.6055751996835972,0.5588279944190646,4.0,10.0,2.0,2,0,1,0
2025-02-04,0,4419344,255928,91591,-1.5490174930639218,1.3486854441730782,-1.3423216611110307,854426,0,51.0,2,0,-0.0016504402089070704,0.3097150894748694,0.37955703702746096,2.383523740851524,0,-0.841644848794161,-0.7143883149708229,2.0,4.0,1.0,2,0,1,0
2023-07-07,1,4266536,549329,71387,-1.5490174930639218,1.5732563812237936,1.3796536029390507,748130,2,47.0,1,0,-1.5502094210850803,-1.01463067172825,-0.21804169200796117,0.2734009703538678,0,-0.8116554495791863,-0.31236314861437986,7.0,7.0,4.0,2,0,1,0
,0,3361112,314257,37849,-0.38696746150074324,1.7184811103843327,-1.522921735827795,310622,1,37.0,2,0,1.5469085406672662,0.3374500792382855,1.0320071055785764,-0.04560319193995329,0,0.6633862860979651,-0.7465218083605057,,,,1,1,0,0
,2,4097292,752651,90490,0.0003825490203162097,-0.3008324332862244,0.3123140809060669,397399,4,42.0,2,0,-0.38879018542795035,0.43452254341024193,-0.6485323803674269,-0.17955732069536734,0,-0.19970209221930268,-0.11806873857828729,,,,1,0,1,0
,1,4158423,462370,16613,-0.38696746150074324,-1.7174943740669042,0.5835601701358432,312562,4,28.0,1,1,-1.5502094210850803,-0.10284288325594526,-1.0386398047057936,-0.22098643268157786,0,-1.1719863912276633,5.316268106448414,,,,0,0,0,1
,3,5495200,918644,52021,0.7750825700624352,0.9932334116788611,0.31248706948338184,445293,1,58.0,2,2,-0.38879018542795035,0.07396767648583247,0.8704528249335528,-0.45890790437381546,0,1.4410831035105762,-0.4108071678596038,,,,2,0,1,0
2024-01-04,0,2146650,197173,59313,0.0003825490203162097,-0.06213684929277723,-0.4990023467008531,903003,2,54.0,0,2,-1.163069675866037,-1.3855861598139405,-1.1151401960618101,-0.7595648885023147,0,-0.04032400765410316,-0.43065060486389434,1.0,4.0,3.0,2,0,1,0
,4,7083746,492323,44857,-0.38696746150074324,-1.4770833936747274,-0.1397050716177884,784552,0,64.0,2,1,-0.0016504402089070704,0.3027813420340154,1.3009364384394757,-0.0594128959353568,0,-1.0435676214379423,1.1122139801678328,,,,3,0,1,1
,4,8318028,756791,31947,-1.1616674825428621,1.2487909772938635,1.4258415530821316,189346,1,31.0,0,0,-0.7759299306469937,-1.0562331563733742,-1.714656210407274,-0.33146406464480593,0,-0.43249157463529847,-0.2572161554170001,,,,1,0,0,0
2024-04-01,0,6362826,194930,58482,0.0003825490203162097,-0.4576999592806947,-0.16305852955530117,586801,2,49.0,1,2,-1.163069675866037,-1.6594691837276747,0.23020687874340334,-0.846842217753265,0,-0.3044432248586343,-0.21696319290168012,4.0,1.0,0.0,2,0,1,0
,0,6617529,171174,22957,1.1624325805834945,1.654682963469876,-0.09732287017563607,350711,0,20.0,2,2,0.38548930501013623,-0.532735224588895,-0.17191364691027958,-0.6311346413450621,0,2.5360934015816805,-0.538211238778438,,,,0,0,0,0
,2,2812947,233896,92072,-0.38696746150074324,-1.6947197495390889,1.0423258771749797,792375,0,61.0,2,2,1.1597687954482228,1.647928345559697,1.560456216088732,0.4764036190862994,0,-1.159821018167274,5.769991825131788,,,,3,1,1,1
,0,9609092,406144,55141,0.0003825490203162097,-0.7047170406977663,0.49637392716912904,274074,1,26.0,2,1,-0.0016504402089070704,-0.51540085598676,-0.5327665518500403,-0.48226603227461223,0,-0.4693776096196847,0.18062683927994633,,,,0,0,0,0
2023-07-12,1,8924905,300675,20942,0.3877325595413757,-1.006882291444211,-0.8058840828575002,947526,1,39.0,2,1,-1.5502094210850803,-0.10284288325594526,1.5702336636845902,-0.43733846194289955,0,-0.5498659792988805,-0.24716480000145,7.0,12.0,2.0,1,0,0,0
2024-05-11,3,6161869,605666,20792,1.1624325805834945,1.2053950981855748,-0.7636748699926628,725667,4,61.0,0,0,-1.163069675866037,-0.2103159685891827,0.42242357464200847,-0.5669195177664358,0,2.0561070478207983,-0.6150757703408996,5.0,11.0,5.0,3,0,1,0
2024-12-06,3,4831348,221205,60444,-1.5490174930639218,1.7146488418339794,0.36576755129637356,242761,3,46.0,0,0,0.38548930501013623,-0.4599308764599277,-0.5371671107535307,1.1572220260596924,0,-0.7927737768083734,-0.4757591359741971,12.0,6.0,4.0,2,0,1,0
,5,1345770,229710,42564,0.7750825700624352,0.40558240282893865,0.0514473063151852,534405,2,36.0,2,2,-1.5502094210850803,-0.12711099929893435,0.9921898298408847,-0.5046772090442957,0,0.8917550980949812,-0.37684784605620864,,,,1,0,0,0
,3,8572107,397834,21309,0.0003825490203162097,-1.245687368824811,1.414770284133977,589869,1,66.0,2,1,-0.38879018542795035,1.186834140742904,-0.34321707573699123,0.06017914066483763,0,-0.8305858618254014,1.6677807814630017,,,,3,0,1,1
,4,5576400,127741,96035,0.3877325595413757,-0.1376142908368825,-0.7840875221158219,913744,4,45.0,2,2,-0.38879018542795035,0.38945318504469073,1.14019576595185,-0.3066065974530796,0,0.14663087209366205,-0.4994362744995116,,,,2,0,1,0
2025-02-04,3,9742113,312561,61069,0.0003825490203162097,1.3337213479288406,-0.78754729366212,778976,4,55.0,1,2,0.38548930501013623,-0.6783439208468296,0.9585347515387879,-0.5341905192973295,0,0.8916966107244987,-0.6252565317978228,2.0,4.0,1.0,2,0,1,0
2024-08-07,3,2960325,768099,20541,1.1624325805834945,-0.19137554392898465,-1.5871004980116261,563608,2,67.0,2,2,-1.163069675866037,0.8956167482270349,-0.9245365667709154,-0.3466547390397498,0,0.563899268906991,-0.7332049353510304,8.0,7.0,2.0,3,0,1,0
2023-10-11,3,4132137,702025,98013,1.5497825911045542,1.5011367368857125,1.0179344877735776,911731,4,51.0,0,0,-0.7759299306469937,0.6702699563992789,-0.6874016257304116,-0.4447036374071147,0,2.828247565037558,-0.35766537326936626,10.0,11.0,2.0,2,0,1,0
,1,4085289,214546,76208,1.1624325805834945,-1.5740580368965302,-1.317411305977684,116283,3,64.0,1,0,-0.7759299306469937,-1.2018418526313088,1.1763270429938526,-0.7643982849007059,0,-0.9132577600026159,-0.1479756206892077,,,,3,0,1,1
,5,7754085,922942,42095,-1.5490174930639218,1.5605186505183328,-1.226592302887357,857704,4,68.0,1,1,-1.163069675866037,0.9164179905495969,0.7391293934760127,3.3502030205297695,0,-0.8133564572707231,-0.7008202643699749,,,,3,0,1,0
,5,6062735,328259,66836,-1.1616674825428621,-0.34685615368618417,0.9994247100008825,347745,2,28.0,1,0,0.38548930501013623,-0.3455240436858363,1.2753042440546756,0.23473379916673798,0,-0.8586597996570696,0.1292163596469458,,,,0,0,0,0
2023-11-11,4,2558040,889545,90953,-1.5490174930639218,-0.466568923640084,0.19433587117729953,785012,1,40.0,1,1,-1.163069675866037,0.23691074134590212,0.9168921635871083,2.2675222272901343,0,-1.0840555036545514,-0.08516042969216235,11.0,11.0,5.0,1,0,1,0
,4,1620086,466187,12427,1.5497825911045542,0.22480882063940613,-1.41030617199579,572133,4,67.0,1,2,1.5469085406672662,0.8436136424206296,1.153701661364653,-0.414015406306218,0,1.2942700557040636,-0.6985460231698607,,,,3,1,1,0
,3,3484733,597755,36660,0.0003825490203162097,-1.1221058325248396,-0.7821846477653579,386935,0,27.0,1,1,0.7726290502291795,0.6286674717541547,-0.5424591012033875,-0.11768984679595967,0,-0.748069929969474,-0.15475785799685615,,,,0,0,0,0
,1,1412894,359677,39899,-0.7743174720218028,-1.6937343090547123,0.9378407764767752,319514,3,57.0,1,2,0.7726290502291795,1.200701635624612,1.1923798856819878,0.6876920902159731,0,-1.1888405018217447,5.495131709221726,,,,2,0,1,1
,5,9347555,489068,27629,-0.38696746150074324,-0.09162706823264055,0.7506671358220445,146933,0,34.0,0,1,0.38548930501013623,-0.016171040245269906,-1.1659730187653135,-0.18646217269306908,0,-0.303507426930912,-0.06847852320868897,,,,1,0,0,0
,0,7409098,909328,77553,-1.5490174930639218,-0.9416972282924836,0.7030952770604447,544472,1,31.0,0,1,1.1597687954482228,0.6321343454745818,-0.1699043885041845,2.8972447294805344,0,-1.1475045527331376,0.5240622824485283,,,,1,1,0,0
,1,5624535,486057,48043,-1.1616674825428621,-1.1181275727916156,-0.8960111316385675,822703,1,22.0,1,1,0.7726290502291795,-1.6872041734910908,0.06041746857480603,-0.8341372900774937,0,-1.064652318496935,-0.23217924688493666,,,,0,0,0,0
2024-06-02,3,4469492,345431,82731,0.3877325595413757,1.3403274489537356,-1.3864337483263325,815897,4,68.0,2,0,-0.7759299306469937,-0.9106244601154395,1.418463905488967,-0.6518491973381674,0,1.330824662255715,-0.7212803417390051,6.0,2.0,6.0,3,0,1,0
,1,9562890,395835,44958,-1.1616674825428621,-0.6627445756224659,-0.20077003940995106,194352,3,29.0,0,1,1.1597687954482228,1.5889914923124377,0.24925945933359617,1.7758967650537696,0,-0.9430278315782807,-0.14108982472473575,,,,0,1,0,0
,5,6937091,505599,10126,0.0003825490203162097,-0.8773516144422624,0.2787542969069747,103461,1,47.0,2,1,1.5469085406672662,-0.7996845010617751,0.44099506519130505,-0.5728576904844593,0,-0.5846464689458917,0.2306703845549262,,,,2,1,1,0
,0,6132882,184516,92228,-0.38696746150074324,0.2965999848160288,-0.9250732126274721,836927,1,32.0,0,1,0.38548930501013623,-0.47033149762120874,-0.6344321972570467,-0.3673692950328551,0,-0.0961307069896241,-0.5869079162917619,,,,1,0,0,0
,5,1753342,277450,55634,0.7750825700624352,0.6322337142355604,-0.6033144588217428,182086,1,55.0,0,2,-0.0016504402089070704,0.29238072087273437,-1.2467324719539687,-0.4091929699903628,0,1.103625597668352,-0.5461055473316163,,,,2,0,1,0
,1,7865293,553677,27088,1.5497825911045542,-0.2510859377230641,-1.266898641401731,926951,3,28.0,2,0,0.38548930501013623,1.5335215127856054,-0.2712021415269761,-0.29187624652464916,0,0.722307437911687,-0.6315443603108398,,,,0,0,0,0
,2,6334694,246021,93069,0.0003825490203162097,-0.20462424377449245,0.034494425738324126,799876,0,46.0,0,2,1.5469085406672662,-1.4271886444590647,0.14335597665457886,-0.7728222043379022,0,-0.135463463639201,-0.23959051470100204,,,,2,1,1,0
2024-11-02,2,3013905,273669,54561,0.3877325595413757,0.7725312409742167,1.1955937566759887,782935,2,62.0,2,0,1.5469085406672662,-0.1340447467397884,1.6314806708027842,-0.4456242843401417,0,0.8758806509564843,-0.2098516854360016,11.0,2.0,5.0,3,1,1,0
2024-08-09,0,1733081,617764,61512,1.1624325805834945,1.5496423073944725,1.0296977110309915,369961,4,63.0,1,1,-0.0016504402089070704,-0.41486151809437655,-1.3291545157251325,-0.6076581445528761,0,2.4238756334156513,-0.3617559971296424,8.0,9.0,4.0,3,0,1,0
,0,4365334,332285,20341,1.5497825911045542,-0.4173698950126887,1.0528781803911893,520559,0,40.0,1,2,-0.38879018542795035,-0.532735224588895,0.3891717629918394,-0.6576799612473377,0,0.522456092972499,0.1904089475541407,,,,1,0,1,0
2024-11-02,5,5616871,667907,10716,0.7750825700624352,-1.0659357249153727,-1.6841470898852895,850540,3,35.0,2,0,-0.7759299306469937,1.1036291714526556,-1.6138678468395486,-0.22453749942325302,0,-0.4837996203911963,-0.7485683776702885,11.0,2.0,5.0,1,0,0,0
,5,3669542,438860,51177,0.0003825490203162097,-1.46693700646522,1.434490981947877,297074,4,66.0,1,1,-0.7759299306469937,1.4156478062910869,0.6786747699545884,0.1330943777605681,0,-0.9783152117694747,2.8974537746146085,,,,3,0,1,1
2024-06-07,5,3671037,114312,42127,0.0003825490203162097,-0.7336962904975823,-0.7112593310662455,505545,2,42.0,2,1,0.7726290502291795,0.6702699563992789,-1.1483424837371814,-0.10443253096037228,0,-0.4887271813543587,-0.3277929440347572,6.0,7.0,4.0,1,0,1,0
2025-09-04,4,6814254,691267,61648,-1.5490174930639218,-0.376893839561812,-0.5182040787828079,317597,2,41.0,2,1,-1.5502094210850803,-0.529268350868468,-1.6406956914730468,1.0467443940964642,0,-1.0720802145482304,-0.3664682691500617,9.0,4.0,3.0,1,0,1,0
,0,9715441,195916,42532,-1.1616674825428621,1.146341664714413,0.5048503674575597,406879,1,44.0,0,2,-0.0016504402089070704,-0.9799619345239798,-0.6822794317655771,-0.2707013670650305,0,-0.45985391612609455,-0.39638008123708357,,,,1,0,1,0
2024-04-04,0,5986314,491514,74849,-1.5490174930639218,-0.1911200593589611,1.3409041616205117,767398,4,22.0,1,0,-0.7759299306469937,-1.0839681461367903,0.6918339975438041,0.16292333839063972,0,-1.0472718215685097,0.15049876337560616,4.0,4.0,3.0,0,0,0,0
,3,7522000,384131,72223,-0.38696746150074324,1.6641358925607481,-1.153072157528521,129526,0,56.0,0,1,-1.5502094210850803,-0.24498470579345283,-1.3025813658191676,-0.27760621906273225,0,0.6343570545484138,-0.6923100620385805,,,,2,0,1,0
,1,4349698,251873,36295,-1.5490174930639218,-1.0734907686289268,0.8108671607276324,413993,4,45.0,2,0,-1.5502094210850803,0.7985442840550784,0.9907677842788242,3.162391046192282,0,-1.1651043773008725,0.7943140080883361,,,,2,0,1,0
2024-10-05,1,9138865,721175,98225,-1.5490174930639218,-0.4543421620746706,0.2287605980629662,976615,3,22.0,0,0,-0.38879018542795035,-0.05430665116996706,1.522103435034356,1.8035161730445766,0,-1.0824227312285777,-0.07868133495416335,10.0,5.0,5.0,0,0,0,0
,1,6839753,369615,96230,0.7750825700624352,-0.2986790633388828,1.0909356674004689,296656,3,21.0,0,2,1.5469085406672662,-1.3474505488892434,1.5790489311986562,-0.7824495408375548,0,0.23342125594236268,0.13169108768575224,,,,0,1,0,0
,3,4229197,198994,92423,0.3877325595413757,-1.6246074839654787,-1.3023612997512872,532456,1,28.0,1,2,1.5469085406672662,1.1209635400547908,0.9689064868322239,-0.11235009458440363,0,-1.0448153520082386,-0.011677494200400203,,,,0,1,0,1
2024-01-12,1,9993062,699272,61407,-1.1616674825428621,-0.24353089400951006,-0.12050333953583359,760880,0,33.0,1,0,1.5469085406672662,0.22651012018462108,-0.5340824746089617,0.6904540310150538,0,-0.831063508684343,-0.27535109973673694,1.0,12.0,4.0,1,1,0,0
2025-10-04,2,5926855,137886,72595,-0.38696746150074324,1.3568609504138325,-1.3869527140582774,356964,2,48.0,2,0,-1.163069675866037,-0.7268801529328078,-1.2074882593532268,-0.46956110459884104,0,0.4702219971839595,-0.7216394995174816,10.0,4.0,5.0,2,0,1,0
,3,6300225,946545,32192,0.0003825490203162097,0.2636789730787059,-0.8006944255380531,505925,3,18.0,0,0,-0.7759299306469937,0.4241219222489609,-1.6942169585227336,-0.18287164965426414,0,0.17722464080362382,-0.554347462568645,,,,0,0,0,0
,3,9166920,593123,51497,-1.1616674825428621,0.017829821124599382,-0.9889059976566732,253098,1,38.0,1,2,1.5469085406672662,0.03929893928156232,-1.1289927592981999,0.5413092278646959,0,-0.7612588320133097,-0.5768145443663335,,,,1,1,0,0
,0,5808349,948845,31301,1.1624325805834945,1.6127104983945757,0.16527379018839483,441456,0,61.0,2,2,1.1597687954482228,0.8852161270657538,0.07693725159675167,-0.34872619463906035,0,2.491253084211655,-0.49665248618325075,,,,3,1,1,0
,1,7057631,525648,20830,1.1624325805834945,1.1633131397231211,1.0227781679383952,437576,0,31.0,0,0,-0.38879018542795035,1.3012409735169954,1.3683244184326375,-0.26586797066663925,0,2.011149755709807,-0.3109345386740494,,,,1,0,0,0
2024-06-08,3,9533031,102632,81547,0.7750825700624352,-0.5406594489469185,0.9086057069105558,627508,3,63.0,1,2,0.7726290502291795,0.00463020207729218,0.19638200395628455,-0.4746904232257052,0,0.007221350600744452,0.22248892100446438,6.0,8.0,5.0,3,0,1,0
2024-12-03,5,9719380,214876,21062,-1.1616674825428621,1.69147274155327,0.600167073558074,419797,1,31.0,1,2,-0.7759299306469937,-1.4445230130611997,-0.25275092348790357,-0.6408014341418445,0,-0.31425935520463766,-0.44001395963914575,12.0,3.0,1.0,1,0,0,0
,2,7642100,648944,98255,-1.1616674825428621,-1.0327227308123088,1.0803833641842597,403098,3,67.0,2,0,-1.5502094210850803,-0.27618656927729596,0.21353852379706328,0.289972615148352,0,-1.0418422440087045,0.8806892818568532,,,,3,0,1,0
,5,7950871,521188,45215,-1.5490174930639218,-0.014178745719782166,0.43963367380983936,816335,2,38.0,1,0,1.5469085406672662,-0.8828894703520235,-0.7555890641738862,0.48330847108400116,0,-1.0236429238935225,-0.18244291809113644,,,,1,1,0,0
2025-05-04,1,2649286,222625,28266,-1.1616674825428621,1.4287981057733252,0.15281861262172144,410034,4,42.0,2,0,0.38548930501013623,1.2249697516676012,-1.5688576286015965,1.4858929811502959,0,-0.3844149560985668,-0.4832247023535925,5.0,4.0,6.0,1,0,1,0
2024-10-04,2,1986578,585537,76890,0.3877325595413757,0.3078413058970655,1.3263731211260592,658608,1,61.0,2,1,-1.5502094210850803,-1.1671731154270386,1.0810429154822623,-0.7199770703821581,0,0.5035500504639849,-0.06088050151445181,10.0,4.0,4.0,3,0,1,0
